@relation trainwseap

@attribute polarity {P,NONE,N,NEU,P+,N+}
@attribute confidence numeric
@attribute joy numeric
@attribute text string
@attribute extraversion numeric
@attribute isIronic {False,True}
@attribute sadness numeric
@attribute agreeableness numeric
@attribute isSubjective {True,False}
@attribute conscientiousness numeric
@attribute isAgreement {True,False}
@attribute anger numeric
@attribute surprise numeric
@attribute fear numeric
@attribute openness numeric
@attribute class {Bot,Human}

@data
N,100,0.100238,'In need of a massage.',0.513499,False,0.096229,0.546384,False,0.449387,True,0.102575,0.013238,0.68772,0.557525,Bot
NEU,91,0.058325,'I swear Arion know every song ever made!!??',0.581196,False,0.149156,0.68032,False,0.460783,False,0.538973,0.148012,0.105533,0.471601,Bot
NONE,100,0.192946,'@MajorMusicPub hi',0.721287,False,0.164956,0.625844,False,0.400102,True,0.142407,0.282531,0.21716,0.605858,Bot
N,100,0.046969,'I am so annoyed 5sos are opening for the boys go live your own dream and stop being in the background of others cause that\'ll get u no where',0.634612,False,0.412924,0.576359,False,0.48044,True,0.474149,0.008563,0.057395,0.408285,Bot
P+,100,0.809497,'love u “@LalobarRo: @EmilyCrimaldi I\'ll be a honor to teach you Spanish :)”',0.556367,False,0.007825,0.590466,True,0.47288,True,0.003216,0.159722,0.019741,0.47884,Bot
P+,100,0.384194,'Must see this funny chic on NZ X-Factor like the best ever to be seen',0.619242,False,0.33025,0.542977,True,0.484384,True,0.08883,0.131377,0.065348,0.462974,Bot
P+,100,0.500225,'ik wil wel den haag maar ik snap het best als ik niet mag want ja het is best duur en ik mag al 27 april',0.27299,False,0.021792,0.466344,True,0.434283,True,0.002095,0.46704,0.008848,0.685541,Bot
NONE,100,0.226167,'@vherbal !',0.458883,False,0.112487,0.565628,False,0.502266,True,0.132663,0.341542,0.187142,0.501003,Bot
NONE,100,0.221111,'Nu op Q-music: Counting Crows - Accidentally In Love',0.465362,False,0.376536,0.530173,False,0.461705,True,0.112215,0.15059,0.139549,0.533597,Bot
P,100,0.141407,'One always has time enough if one will apply it well. - Johann Wolfgang von Goethe',0.407697,False,0.114239,0.551368,True,0.513785,True,0.277505,0.071072,0.395777,0.478615,Bot
NONE,100,0.058777,'Anything\'s possible if you\'ve got enough nerve. - J.K. Rowling',0.377864,False,0.187505,0.49164,True,0.52256,True,0.466067,0.00929,0.27836,0.521266,Bot
NONE,100,0.448874,'@bcbmusicblog Go confidently in the direction of your dreams. Live the life you have imagined. - Henry David Thoreau',0.54789,False,0.212841,0.575136,True,0.375989,True,0.029647,0.208344,0.100295,0.689479,Bot
P,100,0.102388,'Hold my breath till my face turns purple',0.624699,False,0.048368,0.667918,False,0.443949,True,0.054214,0.025721,0.769309,0.401139,Bot
NONE,100,0.061683,'@_L_ILY_ hey',0.504745,False,0.49283,0.614664,False,0.463852,True,0.164948,0.163025,0.117514,0.522829,Bot
N,100,0.007834,'I feel lonely but at the same time I don\'t want anyone to be with me..',0.496541,False,0.815117,0.625212,True,0.518407,True,0.116586,0.004658,0.055805,0.466104,Bot
NEU,94,0.033557,'When you wake up feeling like you\'ve justified you\'re stress levels with the right amount of sleep ??',0.499976,False,0.113977,0.510054,False,0.500104,False,0.246235,0.034475,0.571757,0.499687,Bot
NONE,100,0.267767,'My name is heather and I am addicted to snapchat.',0.649607,False,0.291251,0.689382,False,0.557194,True,0.220067,0.066294,0.15462,0.362267,Bot
N+,100,0.034659,'Hate when jayla ole beggin ass be jumpin in my convo\'s and shit',0.771083,False,0.222767,0.576228,True,0.358871,True,0.683029,0.028246,0.031298,0.528592,Bot
NONE,100,0.11294,'@MyWedding_App oh',0.544915,False,0.172798,0.525,False,0.486961,True,0.161633,0.30617,0.246459,0.503929,Bot
N+,92,0.051996,'If I didn\'t have Celtic folk music and epic Pagan dance music I would be so low and depressed all the time.',0.600645,False,0.704137,0.641881,True,0.39629,True,0.183608,0.032796,0.027464,0.54696,Bot
N,92,0.178667,'Ice doesn\'t help the uncoordinated is an ironic song to play this morning xD',0.559612,False,0.268457,0.521506,False,0.45921,True,0.178222,0.222832,0.151821,0.502537,Bot
P,92,0.310307,'@_Lexrodriguez Don\'t worry about the world coming to an end today. It\'s already tomorrow in Australia. - Charles Schulz',0.499548,False,0.101107,0.474649,True,0.507377,True,0.038644,0.044003,0.505939,0.542118,Bot
N,94,0.125299,'@mr_bradenHD Promise yourself to be so strong that nothing can disturb your peace of mind. - Christian Larson',0.507197,False,0.326716,0.567768,False,0.501054,False,0.348056,0.120763,0.079166,0.515926,Bot
NONE,100,0.180885,'@MagicBlueberry ookkkk',0.469863,False,0.159341,0.48617,False,0.499774,True,0.150135,0.278866,0.230772,0.518879,Bot
NONE,100,0.222206,'@Kuryluna FOLLOW MEEEE',0.518608,False,0.208442,0.61155,False,0.439076,True,0.134761,0.290218,0.144373,0.572281,Bot
N,100,0.219602,'Gues whos coming to dinner tonight u gone be apart of my meal tonight move ya body baby i want a bite treat u cold over lets get it tonight',0.723219,False,0.380174,0.680976,True,0.465295,True,0.124144,0.076107,0.199973,0.345726,Bot
P,100,0.05445,'Summer has come and passed The innocent can never last wake me up when september ends ??',0.493698,False,0.483068,0.504839,True,0.50956,True,0.218482,0.0696,0.1744,0.476954,Bot
P,100,0.437805,'@erinbollmusic Believe that life is worth living and your belief will help create the fact. - William James',0.479344,False,0.332223,0.490598,True,0.489611,True,0.051652,0.09333,0.08499,0.55801,Bot
P,100,0.209312,'@WhoaLando very cool',0.537985,False,0.144006,0.56202,True,0.460762,True,0.171302,0.322785,0.152595,0.530484,Bot
NONE,100,0.105885,'If your shoes are entirely covered in glitter it\'s time for you to take it down a couple notches',0.579455,False,0.261768,0.590091,False,0.459192,True,0.370632,0.155366,0.10635,0.51604,Bot
NONE,100,0.145519,'SUBSCRIBE TO #BIGGBOYMANAGEMENT #YOUTUBE ==&gt; http://t.co/EITS5cFKVx #ROCK #RNB #HIPHOP #SOUL #GOTMANAGEMENT #LETSNETWORK',0.403053,False,0.465272,0.428603,False,0.553872,True,0.107614,0.040026,0.241569,0.463238,Bot
NONE,100,0.02731,'If Vegas cops were like Cali cops??',0.566439,False,0.235225,0.461219,False,0.450278,True,0.231775,0.08795,0.41774,0.502367,Bot
P,100,0.23771,'Keep us close to You~',0.55156,False,0.238068,0.435452,False,0.515645,True,0.18353,0.052935,0.287757,0.407712,Bot
NONE,100,0.34083,'@sid_bootie followed you',0.470862,False,0.246412,0.488371,False,0.543989,True,0.160237,0.083653,0.168868,0.276818,Bot
NONE,100,0.716404,'After 3 months h&amp;m finally paid me LOL',0.558647,False,0.122272,0.478598,True,0.555799,True,0.019371,0.080724,0.061228,0.434022,Bot
NONE,100,0.023905,'But someone just talk to me please',0.683402,False,0.515926,0.679055,False,0.456169,True,0.286782,0.011143,0.162244,0.414658,Bot
N+,100,0.038973,'Having to make an A or B choice sucks.',0.470312,False,0.495543,0.515785,False,0.505473,True,0.219353,0.028746,0.217385,0.497406,Bot
P,92,0.042054,'He singed up for music not for people/media to make a reality show about his life. They judge for every little mistake he makes but I...',0.526407,False,0.420173,0.503033,False,0.460503,True,0.410859,0.031382,0.095533,0.558145,Bot
P+,100,0.157174,'@djsevag Remember happiness doesn\'t depend upon who you are or what you have; it depends solely on what you think. - Dale Carnegie',0.510878,False,0.260137,0.536315,True,0.540061,True,0.159182,0.062652,0.360854,0.505345,Bot
NONE,100,0.378495,'Petite clope aux hurlevents #cal� #music !!',0.516031,False,0.092257,0.54224,False,0.493164,True,0.12739,0.289481,0.112377,0.498215,Bot
NONE,100,0.037728,'lol don\'t talk to me.',0.585021,False,0.351012,0.694946,True,0.491406,True,0.284512,0.096368,0.230379,0.398294,Bot
NONE,100,0.022574,'what if the times at the bottom of the pic are like the lengths of all the member�s parts on the new album has http://t.co/XBa5PRTw9P',0.470125,False,0.424042,0.469718,False,0.503746,True,0.331614,0.003282,0.218488,0.501032,Bot
N+,100,0.032823,'I don\'t condone trt but poor vitor is getting a flogging. Surely he is not the only dude on trt or to \'abuse\' it.',0.627792,False,0.525886,0.714576,False,0.515598,True,0.301726,0.040856,0.09871,0.476495,Bot
NONE,100,0.070828,'@_ShawtyB_Easy Please follow me',0.640137,False,0.460507,0.518323,False,0.440562,True,0.302609,0.020175,0.145881,0.529619,Bot
N+,100,0.002997,'What the fuck? Why do you need 10 pumps of soap for? Stupid fucker.',0.503924,False,0.068138,0.467804,True,0.494106,True,0.907511,0.000988,0.020366,0.474584,Bot
P+,100,0.685473,'Saturdays are deffo the best day of the week',0.535718,False,0.09181,0.474734,True,0.386236,True,0.021829,0.125424,0.075464,0.486977,Bot
NONE,100,0.086406,'Home is where the heart is',0.549316,False,0.140529,0.504688,False,0.469146,True,0.026028,0.034444,0.712593,0.46567,Bot
NONE,100,0.201453,'@sbhtzt215 Heeeeeeeeeeeeeeeyyyyyyyyyyyyyy',0.469863,False,0.150095,0.48617,False,0.499774,True,0.148592,0.280323,0.219536,0.518879,Bot
NONE,100,0.143978,'Where you at',0.541473,False,0.204898,0.475355,False,0.509507,True,0.1889,0.136052,0.326172,0.418896,Bot
N,100,0.014799,'RT @HitsABIunt: *hits blunt*Why is gasoline a liquid and not a gas? http://t.co/VRjTY10C5I',0.445248,False,0.468001,0.453695,False,0.518213,True,0.363299,0.006035,0.147866,0.511744,Bot
NONE,100,0.02973,'Where is babe at ??',0.615307,False,0.046427,0.56933,False,0.481402,True,0.038424,0.01454,0.870879,0.483155,Bot
NEU,94,0.12563,'When It Comes Our School Pep Rally I Always Look Forward To The Dancers Perform. They Was Killing The Nae Nae Though.',0.501117,False,0.401668,0.485049,False,0.484447,False,0.075253,0.222938,0.174512,0.44631,Bot
P,100,0.182301,'@Blomquisite cool',0.553188,False,0.154217,0.588442,True,0.448826,True,0.170082,0.298054,0.195347,0.521442,Bot
NONE,100,0.329606,'Ecclesiastes 3:12',0.538641,False,0.092673,0.603962,False,0.593176,True,0.074907,0.324683,0.17813,0.304944,Bot
N,100,0.068088,'Imma mule kick you in the face if you think Bout to let an hour ago.',0.504459,False,0.122535,0.43798,True,0.44887,True,0.300698,0.053313,0.455365,0.484218,Bot
NONE,100,0.092611,'http://t.co/i9eonnrhr7  http://t.co/GsTrIVNHOC !!!',0.525253,False,0.400333,0.694414,False,0.475477,True,0.188247,0.010474,0.308334,0.479018,Bot
P,100,0.051398,'@harbarhyormie Conquer your bad habits or they will conquer you. - Rob Gilbert',0.485021,False,0.333009,0.401352,True,0.477728,True,0.193048,0.018616,0.40393,0.55344,Bot
P,100,0.243816,'@CashRichville Only those who attempt the absurd...will achieve the impossible. - M.C. Escher',0.447177,False,0.288948,0.361987,False,0.49803,True,0.203555,0.064625,0.199055,0.600893,Bot
NONE,100,0.011407,'For me to be a nobody I sure garner a lot of attention from you hoes “I don\'t care what you think about me. I... http://t.co/QtNwIWteFI',0.515958,False,0.712387,0.504295,True,0.425694,True,0.09411,0.006534,0.175563,0.543468,Bot
N,100,0.023829,'If singing in Walmart were illegal I\'d be under the jail',0.527343,False,0.489597,0.474825,False,0.462528,True,0.354848,0.036867,0.094859,0.509451,Bot
N+,100,0.00879,'I really need a middle finger emoji cause I\'d be sending a shit ton to ur ass rn. ??',0.679818,False,0.270497,0.647581,True,0.433539,True,0.611857,0.015732,0.093125,0.454787,Bot
N,86,0.21475,'The song says you can\'t trust a big butt and a smile. Guess I\'m fucked',0.541433,False,0.397874,0.570674,True,0.460012,False,0.095985,0.182037,0.109354,0.489967,Bot
P,100,0.188211,'@JaeSmithh nice...',0.499277,False,0.155995,0.491073,True,0.470269,True,0.116073,0.362454,0.177267,0.550465,Bot
P+,100,0.22546,'I need to go to bed before my thoughts get the best of me',0.603174,False,0.271513,0.629844,True,0.469632,True,0.10317,0.054319,0.345539,0.411366,Bot
N+,100,0.089532,'Great taxi stole my f****** phone... Contact is only through social network but only when I\'ve got wifi',0.44083,False,0.530663,0.484221,False,0.428265,True,0.298115,0.020024,0.061665,0.58257,Bot
NONE,100,0.112161,'@jaja4fabs you need a vip account from #TALNTS',0.489912,False,0.376528,0.378701,False,0.533732,True,0.24361,0.115234,0.152467,0.396877,Bot
NEU,94,0.103255,'@blackchris95 A man who loses his money gains at the least experience and sometimes something better. - George Bernard Shaw',0.511996,False,0.278912,0.434758,True,0.453172,False,0.100013,0.425162,0.092659,0.556093,Bot
P,100,0.101766,'Haha I\'ve just seems someone call justin beiber the worlds best idol I think that\'s one thing he is not!',0.670693,False,0.295682,0.68705,True,0.443599,True,0.179257,0.313803,0.109492,0.442195,Bot
N,100,0.044602,'@mokokingdom Believe and act as if it were impossible to fail. - Charles Kettering',0.434349,False,0.414486,0.419327,True,0.472771,True,0.351793,0.012889,0.176231,0.665978,Bot
N,100,0.134933,'Live your life and forget your age. - Norman Vincent Peale',0.463103,False,0.578658,0.514219,True,0.518021,True,0.190584,0.022703,0.073122,0.506901,Bot
NONE,100,0.085753,'Either you deal with what is the reality or you can be sure that the reality is going to deal with you. - Alex Haley',0.646505,False,0.43979,0.580175,False,0.426439,True,0.252413,0.019191,0.202854,0.499562,Bot
NONE,100,0.15868,'?? Bio:',0.686269,False,0.226845,0.670178,False,0.419349,True,0.080074,0.158738,0.375663,0.498326,Bot
P,100,0.062524,'been jammin snoop lion lately and watched mac &amp; devin go to high school and reincarnated yesterday wow hxc fan snoop4lyf',0.528374,False,0.294017,0.489747,True,0.528127,True,0.03563,0.596441,0.011387,0.506886,Bot
P+,100,0.241296,'@cashewsparadise The height of your accomplishments will equal the depth of your convictions. - William F. Scholavino',0.445658,False,0.215947,0.40766,False,0.496773,True,0.190697,0.206155,0.145906,0.683,Bot
P,100,0.123559,'@coolkeats The achievements of an organisation are the results of the combined effort of each individual. - Vince Lombardi',0.382045,False,0.291972,0.360597,False,0.531159,True,0.225771,0.055803,0.302895,0.605949,Bot
NONE,100,0.100887,'Who knows what time Panda Express closes?',0.494786,False,0.185071,0.494554,False,0.596292,True,0.237273,0.063043,0.413725,0.444448,Bot
P,100,0.209689,'@ShirleyBGarrett nice',0.481997,False,0.12553,0.499211,True,0.479122,True,0.118606,0.37933,0.166845,0.574803,Bot
N,94,0.623593,'The musical action in Kids On The Slope is animated on 24 frames &amp; the key strokes &amp; drum hits are 1:1 accuracy with the music.',0.270751,False,0.087501,0.413267,True,0.570866,False,0.110882,0.07638,0.101643,0.519084,Bot
P,97,0.134328,'Oh man I wonder how my mom will react if I tell her I\'m going to introduce her to my bf and then show her a picture of that Kirito bedsheet.',0.552624,False,0.163975,0.710714,False,0.462713,True,0.112021,0.30752,0.282156,0.478125,Bot
NONE,100,0.024172,'?????? ???? ?????? ???????? ? ???????? ??????? ?? ?? ?????? ?????? ??? winding road? ???? #????',0.61633,False,0.123495,0.645708,False,0.438328,True,0.056938,0.200651,0.594744,0.445543,Bot
P,100,0.182745,'Worlds Update: Joanna Rowsell won Silver in the Individual Pursuit Sarah Hammer won. Elinor Barker 9th',0.412632,False,0.347888,0.469207,False,0.519496,True,0.213334,0.178844,0.077189,0.608481,Bot
P,100,0.213282,'The power of intuitive understanding will protect you from harm until the end of your days. - Lao Tzu',0.525618,False,0.31976,0.528128,False,0.449156,True,0.273698,0.019843,0.173417,0.728603,Bot
P,100,0.127472,'@terrell_fstf cool',0.556365,False,0.18019,0.573997,True,0.406764,True,0.171698,0.372752,0.147888,0.53432,Bot
NEU,84,0.029903,'The starting point of all achievement is desire. Weak desire brings weak results. - Napoleon Hill',0.328765,True,0.24931,0.4008,True,0.494383,False,0.080686,0.003822,0.636279,0.597424,Bot
NONE,100,0.226234,'@TrentSkii_Baby HEy',0.546287,False,0.15096,0.541951,False,0.455568,True,0.100017,0.355236,0.167554,0.518088,Bot
P,100,0.320032,'@DYWJ1 We are all in the gutter but some of us are looking at the stars. - Oscar Wilde',0.524277,False,0.395425,0.561535,False,0.420755,True,0.132348,0.060048,0.092147,0.595939,Bot
P,92,0.066954,'If opportunity doesn\'t knock build a door. - Milton Berle',0.488032,False,0.203148,0.407322,False,0.467171,True,0.304919,0.13075,0.294228,0.676334,Bot
NONE,100,0.112161,'@AviLearner you need a vip account from #TALNTS',0.489912,False,0.376528,0.378701,False,0.533732,True,0.24361,0.115234,0.152467,0.396877,Bot
P,100,0.08781,'@mm3429371 The true definition of madness is repeating the same action over and over hoping for a different result. - Albert Einstein',0.462954,False,0.235701,0.423313,True,0.500543,True,0.240082,0.017587,0.41882,0.608451,Bot
N,92,0.135466,'I don\'t care if I\'m beautiful; I don\'t care what I am on the outside. It isn\'t about the outside. - Donna Summer',0.541564,False,0.469535,0.551145,True,0.506773,True,0.198138,0.03479,0.162071,0.483745,Bot
NONE,100,0.198085,'Bosan lol',0.694387,False,0.176774,0.540708,True,0.487868,True,0.158335,0.243171,0.223635,0.441808,Bot
NONE,100,0.098937,'@LilMissBKLYN playing hookie today ... Party at her house ... @mr_retweetking bring them Huggies round .. Ayyyee',0.507112,False,0.272231,0.495879,False,0.492991,True,0.082377,0.316441,0.230014,0.523943,Bot
P+,92,0.06329,'We said we wouldn\'t let the bullshit get to us and go above it. Look at us know',0.554003,False,0.336956,0.427014,True,0.46791,True,0.340194,0.119807,0.139753,0.484602,Bot
NEU,86,0.012789,'If at first you don\'t succeed try try again. Then quit. There\'s no use being a damn fool about it. - .C.Fields.',0.46311,False,0.180585,0.49549,True,0.502331,False,0.752971,0.013105,0.04055,0.473019,Bot
N+,92,0.030723,'I\'m dealing with waayy to much shit  and this isn\'t helping',0.580216,False,0.167281,0.597867,True,0.44288,True,0.691366,0.017531,0.093098,0.515858,Bot
P,100,0.11357,'ITS ONLY LIKE 2:30AM WHERE U AT GUYS',0.737415,False,0.4928,0.572795,True,0.454548,True,0.122701,0.099786,0.171143,0.363057,Bot
P+,100,0.360924,'@Achanation_All A great man shows his greatness by the way he treats little men. - Thomas Carlyle',0.560337,False,0.22898,0.620893,False,0.39319,True,0.134934,0.192811,0.082352,0.647734,Bot
NONE,100,0.05108,'@brianisjay What is important is not what happens to us but how we respond to what happens to us. - Jean-Paul Sartre',0.575405,False,0.179679,0.537355,False,0.438083,True,0.174906,0.080952,0.513383,0.663721,Bot
